Unnamed: 0,cellID,cellType,sampleInfo,Ontology Id
Cell769,Cell769,Cancer_clone_A,sample1,CL:0000322
Cell770,Cell770,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell771,Cell771,Mast_cells,sample1,CL:0000126
Cell772,Cell772,Cancer_clone_B,sample1,CL:0000151
Cell773,Cell773,Ductal_MHC_Class_II,sample1,CL:0000126
Cell774,Cell774,Cancer_clone_A,sample1,CL:0000151
Cell775,Cell775,Ductal_terminal_ductal_like,sample1,CL:0000151
Cell776,Cell776,Ductal_MHC_Class_II,sample1,CL:0000322
Cell777,Cell777,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000540
Cell778,Cell778,Ductal_MHC_Class_II,sample1,CL:0000322
Cell779,Cell779,Ductal_MHC_Class_II,sample1,CL:0000322
Cell780,Cell780,Ductal_MHC_Class_II,sample1,CL:0000151
Cell781,Cell781,Acinar_cells,sample1,CL:0000322
Cell782,Cell782,Cancer_clone_B,sample1,CL:0000322
Cell783,Cell783,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell784,Cell784,Ductal_MHC_Class_II,sample1,CL:0000322
Cell785,Cell785,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell786,Cell786,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell787,Cell787,Ductal_terminal_ductal_like,sample1,CL:0000151
Cell788,Cell788,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell789,Cell789,Cancer_clone_A,sample1,CL:0000151
Cell790,Cell790,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell791,Cell791,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell792,Cell792,Ductal_terminal_ductal_like,sample1,CL:0000126
Cell793,Cell793,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell794,Cell794,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell795,Cell795,Cancer_clone_A,sample1,CL:0000322
Cell796,Cell796,Ductal_terminal_ductal_like,sample1,CL:0000151
Cell797,Cell797,Cancer_clone_B,sample1,CL:0000322
Cell798,Cell798,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell799,Cell799,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell800,Cell800,Ductal_APOL1_high-hypoxic,sample1,CL:0000064
Cell801,Cell801,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell802,Cell802,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell803,Cell803,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell804,Cell804,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell805,Cell805,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell806,Cell806,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell807,Cell807,Ductal_MHC_Class_II,sample1,CL:0000067
Cell808,Cell808,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell809,Cell809,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell810,Cell810,Ductal_MHC_Class_II,sample1,CL:0000322
Cell811,Cell811,Ductal_MHC_Class_II,sample1,CL:0000151
Cell812,Cell812,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell813,Cell813,Cancer_clone_A,sample1,CL:0000151
Cell814,Cell814,Ductal_MHC_Class_II,sample1,CL:0000322
Cell815,Cell815,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell816,Cell816,Ductal_MHC_Class_II,sample1,CL:0000064
Cell817,Cell817,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000071
Cell818,Cell818,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000067
Cell819,Cell819,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell820,Cell820,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000064
Cell821,Cell821,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell822,Cell822,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell823,Cell823,Ductal_terminal_ductal_like,sample1,CL:0000126
Cell824,Cell824,Ductal_MHC_Class_II,sample1,CL:0000322
Cell825,Cell825,Cancer_clone_A,sample1,CL:0000322
Cell826,Cell826,Mast_cells,sample1,CL:0000151
Cell827,Cell827,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell828,Cell828,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell829,Cell829,Ductal_terminal_ductal_like,sample1,CL:0000126
Cell830,Cell830,Ductal_MHC_Class_II,sample1,CL:0000123
Cell831,Cell831,Cancer_clone_A,sample1,CL:0000151
Cell832,Cell832,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell833,Cell833,Mast_cells,sample1,CL:0000151
Cell834,Cell834,Ductal_APOL1_high-hypoxic,sample1,CL:0000126
Cell835,Cell835,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell836,Cell836,Cancer_clone_A,sample1,CL:0000071
Cell837,Cell837,Ductal_MHC_Class_II,sample1,CL:0000322
Cell838,Cell838,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell839,Cell839,Ductal_MHC_Class_II,sample1,CL:0000322
Cell840,Cell840,Ductal_APOL1_high-hypoxic,sample1,CL:0000126
Cell841,Cell841,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell842,Cell842,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell843,Cell843,Cancer_clone_B,sample1,CL:0000151
Cell844,Cell844,Ductal_MHC_Class_II,sample1,CL:0000151
Cell845,Cell845,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell846,Cell846,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell847,Cell847,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell848,Cell848,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell849,Cell849,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell850,Cell850,Ductal_APOL1_high-hypoxic,sample1,CL:0000064
Cell851,Cell851,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell852,Cell852,Ductal_terminal_ductal_like,sample1,CL:0000151
Cell853,Cell853,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell854,Cell854,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell855,Cell855,Ductal_MHC_Class_II,sample1,CL:0000064
Cell856,Cell856,Endothelial_cells,sample1,CL:0000151
Cell857,Cell857,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell858,Cell858,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell859,Cell859,Cancer_clone_A,sample1,CL:0000151
Cell860,Cell860,Ductal_terminal_ductal_like,sample1,CL:0000126
Cell861,Cell861,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell862,Cell862,Ductal_MHC_Class_II,sample1,CL:0000126
Cell863,Cell863,Ductal_APOL1_high-hypoxic,sample1,CL:0000064
Cell864,Cell864,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell865,Cell865,Ductal_MHC_Class_II,sample1,CL:0000322
Cell866,Cell866,Cancer_clone_B,sample1,CL:0000322
Cell867,Cell867,Ductal_terminal_ductal_like,sample1,CL:0000151
Cell868,Cell868,Cancer_clone_B,sample1,CL:0000322
Cell869,Cell869,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell870,Cell870,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell871,Cell871,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell872,Cell872,Ductal_APOL1_high-hypoxic,sample1,CL:0000126
Cell873,Cell873,Cancer_clone_B,sample1,CL:0000064
Cell874,Cell874,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell875,Cell875,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell876,Cell876,Cancer_clone_B,sample1,CL:0000322
Cell877,Cell877,Ductal_terminal_ductal_like,sample1,CL:0000064
Cell878,Cell878,Ductal_MHC_Class_II,sample1,CL:0000322
Cell879,Cell879,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell880,Cell880,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell881,Cell881,Ductal_APOL1_high-hypoxic,sample1,CL:0000151
Cell882,Cell882,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell883,Cell883,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000064
Cell884,Cell884,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell885,Cell885,Ductal_terminal_ductal_like,sample1,CL:0000151
Cell886,Cell886,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell887,Cell887,Cancer_clone_B,sample1,CL:0000322
Cell888,Cell888,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell889,Cell889,Cancer_clone_B,sample1,CL:0000322
Cell890,Cell890,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell891,Cell891,Cancer_clone_A,sample1,CL:0000322
Cell892,Cell892,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell893,Cell893,Ductal_APOL1_high-hypoxic,sample1,CL:0000064
Cell894,Cell894,mDCs_B,sample1,CL:0002150
Cell895,Cell895,Ductal_MHC_Class_II,sample1,CL:0000151
Cell896,Cell896,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell897,Cell897,Macrophages_A,sample1,CL:0002150
Cell898,Cell898,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell899,Cell899,Ductal_MHC_Class_II,sample1,CL:0000151
Cell900,Cell900,Cancer_clone_B,sample1,CL:0000064
Cell901,Cell901,Ductal_MHC_Class_II,sample1,CL:0000322
Cell902,Cell902,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell903,Cell903,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell904,Cell904,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell905,Cell905,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell906,Cell906,Ductal_APOL1_high-hypoxic,sample1,CL:0000064
Cell907,Cell907,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000064
Cell908,Cell908,Cancer_clone_B,sample1,CL:0000322
Cell909,Cell909,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell910,Cell910,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell911,Cell911,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell912,Cell912,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell913,Cell913,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell914,Cell914,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell915,Cell915,Ductal_MHC_Class_II,sample1,CL:0000064
Cell916,Cell916,Ductal_MHC_Class_II,sample1,CL:0000322
Cell917,Cell917,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell918,Cell918,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell919,Cell919,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell920,Cell920,Cancer_clone_B,sample1,CL:0000322
Cell921,Cell921,Macrophages_A,sample1,CL:0002150
Cell922,Cell922,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell923,Cell923,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell924,Cell924,Macrophages_A,sample1,CL:0000123
Cell925,Cell925,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell926,Cell926,Ductal_terminal_ductal_like,sample1,CL:0000126
Cell927,Cell927,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell928,Cell928,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell929,Cell929,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell930,Cell930,Ductal_APOL1_high-hypoxic,sample1,CL:0000126
Cell931,Cell931,Ductal_APOL1_high-hypoxic,sample1,CL:0000064
Cell932,Cell932,Ductal_MHC_Class_II,sample1,CL:0000322
Cell933,Cell933,Cancer_clone_B,sample1,CL:0000322
Cell934,Cell934,Ductal_MHC_Class_II,sample1,CL:0000322
Cell935,Cell935,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell936,Cell936,Cancer_clone_B,sample1,CL:0000322
Cell937,Cell937,mDCs_B,sample1,CL:0002150
Cell938,Cell938,Cancer_clone_B,sample1,CL:0000322
Cell939,Cell939,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell940,Cell940,Ductal_terminal_ductal_like,sample1,CL:0000151
Cell941,Cell941,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell942,Cell942,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell943,Cell943,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell944,Cell944,Cancer_clone_B,sample1,CL:0000322
Cell945,Cell945,Ductal_APOL1_high-hypoxic,sample1,CL:0000064
Cell946,Cell946,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell947,Cell947,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell948,Cell948,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell949,Cell949,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell950,Cell950,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell951,Cell951,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell952,Cell952,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell953,Cell953,Cancer_clone_B,sample1,CL:0000322
Cell954,Cell954,Ductal_APOL1_high-hypoxic,sample1,CL:0000071
Cell955,Cell955,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000071
Cell956,Cell956,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell957,Cell957,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell958,Cell958,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell959,Cell959,T_cells_&_NK_cells,sample1,CL:2000054
Cell960,Cell960,Ductal_MHC_Class_II,sample1,CL:0000126
Cell961,Cell961,Macrophages_A,sample1,CL:0002150
Cell962,Cell962,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell963,Cell963,Ductal_terminal_ductal_like,sample1,CL:0000064
Cell964,Cell964,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell965,Cell965,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell966,Cell966,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell967,Cell967,Macrophages_A,sample1,CL:0002150
Cell968,Cell968,Ductal_MHC_Class_II,sample1,CL:0000126
Cell969,Cell969,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell970,Cell970,Cancer_clone_B,sample1,CL:0000322
Cell971,Cell971,mDCs_B,sample1,CL:0002150
Cell972,Cell972,Ductal_MHC_Class_II,sample1,CL:0000322
Cell973,Cell973,Fibroblasts,sample1,CL:0002320
Cell974,Cell974,Ductal_APOL1_high-hypoxic,sample1,CL:0000126
Cell975,Cell975,Ductal_MHC_Class_II,sample1,CL:0000064
Cell976,Cell976,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell977,Cell977,Cancer_clone_B,sample1,CL:0000064
Cell978,Cell978,Ductal_APOL1_high-hypoxic,sample1,CL:0000064
Cell979,Cell979,mDCs_B,sample1,CL:0002150
Cell980,Cell980,Ductal_MHC_Class_II,sample1,CL:0000126
Cell981,Cell981,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell982,Cell982,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell983,Cell983,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell984,Cell984,Cancer_clone_B,sample1,CL:0000322
Cell985,Cell985,Ductal_MHC_Class_II,sample1,CL:0000322
Cell986,Cell986,Cancer_clone_A,sample1,CL:0000322
Cell987,Cell987,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000071
Cell988,Cell988,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000064
Cell989,Cell989,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell990,Cell990,Ductal_terminal_ductal_like,sample1,CL:0000126
Cell991,Cell991,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell992,Cell992,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell993,Cell993,Ductal_terminal_ductal_like,sample1,CL:0000064
Cell994,Cell994,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell995,Cell995,Ductal_MHC_Class_II,sample1,CL:0000126
Cell996,Cell996,Ductal_MHC_Class_II,sample1,CL:0000126
Cell997,Cell997,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell998,Cell998,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell999,Cell999,Tuft_cells,sample1,CL:0000151
Cell1000,Cell1000,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1001,Cell1001,mDCs_B,sample1,CL:0002150
Cell1002,Cell1002,Ductal_MHC_Class_II,sample1,CL:0000151
Cell1003,Cell1003,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1004,Cell1004,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1005,Cell1005,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000071
Cell1006,Cell1006,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1007,Cell1007,Cancer_clone_B,sample1,CL:0000322
Cell1008,Cell1008,Cancer_clone_A,sample1,CL:0000322
Cell1009,Cell1009,Cancer_clone_B,sample1,CL:0000322
Cell1010,Cell1010,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1011,Cell1011,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1012,Cell1012,Ductal_APOL1_high-hypoxic,sample1,CL:0000064
Cell1013,Cell1013,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1014,Cell1014,Cancer_clone_A,sample1,CL:0000322
Cell1015,Cell1015,mDCs_A,sample1,CL:0002150
Cell1016,Cell1016,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1017,Cell1017,mDCs_B,sample1,CL:0002150
Cell1018,Cell1018,Cancer_clone_B,sample1,CL:0000322
Cell1019,Cell1019,Macrophages_B,sample1,CL:0002150
Cell1020,Cell1020,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1021,Cell1021,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1022,Cell1022,Macrophages_B,sample1,CL:0000123
Cell1023,Cell1023,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000064
Cell1024,Cell1024,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000071
Cell1025,Cell1025,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1026,Cell1026,Cancer_clone_B,sample1,CL:0000322
Cell1027,Cell1027,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1028,Cell1028,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1029,Cell1029,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1030,Cell1030,Cancer_clone_B,sample1,CL:0000064
Cell1031,Cell1031,Cancer_clone_B,sample1,CL:0000322
Cell1032,Cell1032,Ductal_terminal_ductal_like,sample1,CL:0000064
Cell1033,Cell1033,Ductal_APOL1_high-hypoxic,sample1,CL:0000126
Cell1034,Cell1034,Macrophages_B,sample1,CL:0002150
Cell1035,Cell1035,T_cells_&_NK_cells,sample1,CL:2000054
Cell1036,Cell1036,Tuft_cells,sample1,CL:0000151
Cell1037,Cell1037,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1038,Cell1038,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000064
Cell1039,Cell1039,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1040,Cell1040,Cancer_clone_B,sample1,CL:0000071
Cell1041,Cell1041,Endocrine_cells,sample1,CL:0000151
Cell1042,Cell1042,Cancer_clone_B,sample1,CL:0000322
Cell1043,Cell1043,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1044,Cell1044,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1045,Cell1045,Tuft_cells,sample1,CL:0000151
Cell1046,Cell1046,Ductal_MHC_Class_II,sample1,CL:0000126
Cell1047,Cell1047,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1048,Cell1048,Cancer_clone_B,sample1,CL:0000322
Cell1049,Cell1049,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1050,Cell1050,pDCs,sample1,CL:0000123
Cell1051,Cell1051,mDCs_B,sample1,CL:0002150
Cell1052,Cell1052,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1053,Cell1053,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000064
Cell1054,Cell1054,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1055,Cell1055,Macrophages_A,sample1,CL:0002150
Cell1056,Cell1056,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1057,Cell1057,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1058,Cell1058,Cancer_clone_B,sample1,CL:0000071
Cell1059,Cell1059,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1060,Cell1060,Ductal_APOL1_high-hypoxic,sample1,CL:0000064
Cell1061,Cell1061,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1062,Cell1062,Ductal_APOL1_high-hypoxic,sample1,CL:0000064
Cell1063,Cell1063,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1064,Cell1064,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000123
Cell1065,Cell1065,Monocytes,sample1,CL:0002150
Cell1066,Cell1066,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1067,Cell1067,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1068,Cell1068,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1069,Cell1069,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1070,Cell1070,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000064
Cell1071,Cell1071,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1072,Cell1072,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000067
Cell1073,Cell1073,Monocytes,sample1,CL:0002150
Cell1074,Cell1074,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1075,Cell1075,Cancer_clone_A,sample1,CL:0000322
Cell1076,Cell1076,Ductal_MHC_Class_II,sample1,CL:0000126
Cell1077,Cell1077,RBCs,sample1,CL:0000081
Cell1078,Cell1078,Acinar_cells,sample1,CL:0000071
Cell1079,Cell1079,RBCs,sample1,CL:0000071
Cell1080,Cell1080,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000540
Cell1081,Cell1081,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000540
Cell1082,Cell1082,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1083,Cell1083,Cancer_clone_A,sample1,CL:0000151
Cell1084,Cell1084,Ductal_MHC_Class_II,sample1,CL:0000151
Cell1085,Cell1085,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1086,Cell1086,Ductal_terminal_ductal_like,sample1,CL:0000151
Cell1087,Cell1087,Ductal_terminal_ductal_like,sample1,CL:0000151
Cell1088,Cell1088,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1089,Cell1089,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1090,Cell1090,Ductal_APOL1_high-hypoxic,sample1,CL:0000151
Cell1091,Cell1091,Ductal_MHC_Class_II,sample1,CL:0000151
Cell1092,Cell1092,Cancer_clone_B,sample1,CL:0000064
Cell1093,Cell1093,Cancer_clone_B,sample1,CL:0000322
Cell1094,Cell1094,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1095,Cell1095,Ductal_MHC_Class_II,sample1,CL:0000151
Cell1096,Cell1096,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1097,Cell1097,Ductal_APOL1_high-hypoxic,sample1,CL:0000540
Cell1098,Cell1098,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1099,Cell1099,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1100,Cell1100,Ductal_APOL1_high-hypoxic,sample1,CL:0000151
Cell1101,Cell1101,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1102,Cell1102,Ductal_terminal_ductal_like,sample1,CL:0000151
Cell1103,Cell1103,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1104,Cell1104,Cancer_clone_A,sample1,CL:0000151
Cell1105,Cell1105,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1106,Cell1106,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1107,Cell1107,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1108,Cell1108,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1109,Cell1109,mDCs_B,sample1,CL:0002150
Cell1110,Cell1110,Cancer_clone_A,sample1,CL:0000151
Cell1111,Cell1111,mDCs_B,sample1,CL:0002150
Cell1112,Cell1112,Cancer_clone_B,sample1,CL:0000071
Cell1113,Cell1113,pDCs,sample1,CL:0000123
Cell1114,Cell1114,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1115,Cell1115,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1116,Cell1116,Ductal_terminal_ductal_like,sample1,CL:0000151
Cell1117,Cell1117,Ductal_APOL1_high-hypoxic,sample1,CL:0000151
Cell1118,Cell1118,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1119,Cell1119,Ductal_terminal_ductal_like,sample1,CL:0000126
Cell1120,Cell1120,Ductal_MHC_Class_II,sample1,CL:0000126
Cell1121,Cell1121,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1122,Cell1122,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1123,Cell1123,Ductal_MHC_Class_II,sample1,CL:0000064
Cell1124,Cell1124,Ductal_MHC_Class_II,sample1,CL:0000540
Cell1125,Cell1125,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1126,Cell1126,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1127,Cell1127,Cancer_clone_A,sample1,CL:0000151
Cell1128,Cell1128,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1129,Cell1129,Ductal_APOL1_high-hypoxic,sample1,CL:0000126
Cell1130,Cell1130,Ductal_terminal_ductal_like,sample1,CL:0000151
Cell1131,Cell1131,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1132,Cell1132,Cancer_clone_B,sample1,CL:0000064
Cell1133,Cell1133,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1134,Cell1134,Tuft_cells,sample1,CL:0000540
Cell1135,Cell1135,Cancer_clone_A,sample1,CL:0000151
Cell1136,Cell1136,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1137,Cell1137,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1138,Cell1138,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1139,Cell1139,Ductal_terminal_ductal_like,sample1,CL:0000151
Cell1140,Cell1140,Cancer_clone_B,sample1,CL:0000151
Cell1141,Cell1141,Acinar_cells,sample1,CL:0000126
Cell1142,Cell1142,Cancer_clone_A,sample1,CL:0000151
Cell1143,Cell1143,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1144,Cell1144,Ductal_MHC_Class_II,sample1,CL:0000322
